Unnamed: 0;name;rating;review;reply;useful;urgent
331;Jacob;1;"Dårlig service!!!. Jeg købte i maj sidste år (2016) en C4 fra juli 2014. Stort set fra dag 1 har jeg haft problemer med den. Ekstremt stort olieforbrug og manglende brandstoftilførelse til motor. Jeg tror jeg har haft den nede ved jer 4 eller 5 gange og hver gang er jeg blevet lovet at den er lavet. Men men men ca. 1 måned efter hvert værkstedsbesøg er den gal igen. Samme problem. Hver gang bliver jeg spist af med en lang forklaring om det og det andet.  Da jeg ikke har et klap forstand på biler kan I jo bilde mig hvad som helst ind, hvilket I sikkert også har gjort. Jeg fik blandt andet at vide mht. det høje olieforbrug, at man skulle regne med en liter pr. 1000 km i sådan en ny bil.  Hver gang jeg har ringet er jeg blevet mødt med en arrogance og en komplet manglende forståelse for min situation. Omkring nytår er den gal igen og vælger at køre den på et aut. Citroen værksted. Her konstaterer man med det samme at der mangler nogle ""propper"" som er årsag til det store olieforbrug. Derefter konstatere de at stemplet skal udskiftes.  Jeg ringer til jer igen, i et naivt håb om forståelse og med et håb om at vi kan finde en løsning. Her bliver der sagt at garantien er udløbet (ca. 2 måneder) og at der ikke var noget at gøre, men at jeg selvfølgelig var velkommen til at komme med bilen.  Her ca. 9 måneder efter jeg købte hos Jer står jeg nu med en kæmpe regning. Så alt i alt en rigtig dårlig oplevelse at købe bil hos Jer. 1/3-17 opdatering  Tak for jeres tilbagemelding. Som forventet fik jeg ikke noget ud af at kontakte jer, kun en masse snak og ingen handling.  Konklusionen må være at I holder Jeres kunder hen med ""snik snak"" i det halve år garantien løber, derefter kan man så sejle i sin egen sø. øv øv øv";Hej Jacob, Vi er rigtig kede af at høre om din dårlige oplevelse hos [virksomhed] i Horsens. Vores værkfører i Horsens nævner at sidst du var inde hos os var d. 18. oktober 2016, hvor man havde en dialog med dig og fik udbedret de fejl der var på det tidspunkt. Vi hører så først tilbage fra dig d. 1. februar at der igen bøvl med bilen, hvor vi forklarer dig at såfremt det har noget at gøre med det tidligere arbejde vi har foretaget os så er du selvfølgelig dækket ind af vores garanti. Du nævner kort at du vil vende tilbage såfremt vi skal foretage os noget. Vi hører dog ikke fra dig før end nu og er selvfølgelig kede af at det er kommet hertil. For at finde hoved og hale i hvad der er sket mellem oktober og nu og for atter at gøre dig til en tilfreds kunde foreslår vi du tager fat i vores værkfører i Horsens for den videre dialog. Mvh. [virksomhed];0;1
332;Michael;1;Dårlig værkstedsmoral og ingen garanti ved køb af bil. Bilen ville ikke køre og blev bragt til værkstedet...... den viste sig at mangle benzin ( fejl på benzin måleren) meeeeeen så skiftede de også lige tændrør uden at det var nødvendigt på en 2 år gammel bil ...... så hold jer fra dem ..... de snyder jer Til jeres svar: synes det er underligt at det ikke var dækket af garantien da bilen var under 2 år da det skete, synes måske det er rimeligt med en væsentlig billigere regning på denne reparation..... Til jeres svar: Det bliver så et nej tak herfra. I øvrigt kender jeg 2 som har samme oplevelse med jer, og som også stopper samarbejdet med jer ..... sorry to say..... I øvrigt er bilen købt hos jer i november måned 2016 ...... og kan konstatere at jeres garanti ved salg af biler heller ikke er noget værd 😠;Hej Michael   Vi beklager meget den oplevelse du har haft på vores værksted! Vores kollega har udelukkende haft de bedste intentioner for at hjælpe dig hurtigt ud af den uheldige situation, så du kunne blive kørende igen. [virksomhed] snyder på ingen måde deres kunder, men sikrer blot at man ikke havner i en tilsvarende dum situation kort tid efter. Vores værksted vurderede at tændrørene trængte til en udskiftning, men informerede dig desværre først efter at det var blevet gjort. Dette er intern fejl som vi beklager meget.   Som et plaster på såret vil vi derfor gerne give dig 50% rabat på dit næste bilservice hos os. Vi håber du vil tage imod tilbuddet, så du kan give os muligheden for at genvinde din tillid. Til dit svar: Da tændrør er sliddele ligesom for eksempel bremseskiver, så hører de ikke ind under bilens garanti. Indsprøjtningssystemet i nye motorer er også meget følsomt og hvis man kører helt tør lukker systemet ned og det kan give følgeskader på eksempelvis tændrør. Vores kollega kørte fejlsøgning på din bil og valgte på baggrund af resultatet at udskifte tændrørene. Vi beklager som sagt endnu engang at du ikke blev informeret på forhånd og håber du tager i mod vores tidligere tilbud når du står overfor dit næste service.   Mvh.  [virksomhed];0;1
333;Mads;1;Elendigt værksted og dårlige undskyldninger.. Min mor og jeg købte en bil hos Aunsbjerg i Horsens for lidt over et år siden. Blev informeret om at når vi overtog bilen ville der ingen fejl være, dette endte dog med langt fra at være sandt. Der var diverse småting under testkørsel, såsom et løst håndtag, det lovede de at se på, så det var i orden da vi købte bilen.  Da vi hentede bilen, kunne jeg konstatere at deres klargøring består af en vask, en støvsugning og et sæt plader. Herre Gud tænkte jeg, det fikser jeg selv og hvis ikke, så har vi et halvt års garanti. En måned længere fremme i forløbet har jeg opdaget lidt fejl, som en bagrudevisker med sit eget liv og en fartpilot der slår fra i tide og utide, min aircon hylede også, tandremmen skulle også skiftes så jeg sendte den ind og måtte selv betale for tandremsskift. Deres svar var at bilen manglede lidt aircondition tryk, men ellers ingen fejl. Havde den inde igen lidt efter med samme fejl. Samme svar og her efter garantien udløb sendte jeg den ind igen... Pludselig var der flere fejl på et anlæg der styre fartpilot og bagviskeren, men ikke noget på garantien. Der havde jeg godt luret den der så jeg ringede til FDM og de satte en advokat på sagen og efter vi lagde pres på dem kom det frem at fejlen var blevet opdaget da tidligere ejer havde bilen og at de prøvede at få mig til at betale alligevel. Advokaten har også fortalt at de også skulle have haft betalt for tandremsskiftet da det går under fejl og mangler. Nu her lidt over en måned efter jeg fik lavet min fartpilot og bagrude visker står jeg igen med en defekt fartpilot og jeg er ved at have fået nok. Så sætter du pris på god service og et firma der respektere deres kunder og ikke prøver at snyde, så vil jeg anbefale dig at gå en kæmpe stor bue uden om Aunsbjerg i Horsens.;Hej Mads, Vi er meget kede af, at kvaliteten af vores service ikke har levet op til de forventninger du havde til os. Vores mål er altid at få kunden til at føle sig yderst tilfreds, og vi beklager at det ikke er den oplevelse du har haft.  Vi har forsøgt, at tage kontakt til dig angående ovenstående reparation og udbedring af reklamationen, men det har ikke været muligt at komme i kontakt med dig. Håber du vender tilbage til os. Mvh. [virksomhed];0;1
334;Henrik;3;Sms testen kan misforstået meget.. Det var et pænt udført arbejde.  Men da jeg fik at bilen var færdig og jeg skulle hente den fik jeg en sms 14:30 om at den skulle hentes senes kl. 16:00 sammendrag.  Det ville virke bedre at sige den efterfølgende arbejdsdag så man ikke bliver presset da i dette tilfælde havde jeg kun 1:30 time at reagere på SMS’en.;Hej Henrik. Tak for anmeldelsen.  Vi er kede af, du har følt dig presset. Vi kan godt se, at teksten kan misforstås. Der menes, at hvis du vil have bilen samme dag, skal den hentes før lukketid, hvis ikke andet er aftalt. Mvh. [virksomhed].;1;0
335;Jay;3;Lidt ærgerlig proces, lang kø, dårlig lånebil.  Dog var resultatet fint og det fik hurtigt;Hej Jesper Tak for at du bruger tid på at anmelde os, det er kundernes tilbagemeldinger der er med til at forbedre vores procedure.  Jeg undskylder at lånebilen ikke var den standart du ønskede, det er selvfølgelig noget vi skal se på.  Angående ventetid både på kontakt og reparationstider, har vi haft en del ferie afvikling som desværre kan sætte kundernes tålmodighed på prøve, jeg håber på din forståelse. Samtidig er det selvfølgelig også noget vi ser på om vi kan gøre bedre.    Jeg er glad for at du er tilfreds med resultatet af skadesreparationen. Jeg ved den har været i gode hænder i Odense.  Med venlig hilsen  Niels, [virksomhed].   ;0;0
336;Ulrik;3;Denne anmeldelse går i to retninger. Den første har med selve reparationen at gøre. Det levede som altid op til forventningen om et professionelt arbejde til en fornuftig pris. Den anden retning går på vejhjælp. For en uge siden sad jeg med familien i øsende regn på Als - med et dødt batteri. Da jeg ringede til vejhjælpen, som jeg har ret til, da jeg har fået lavet service hos Skorstensgaard, fik jeg ingen hjælp fra den kant. Det er anden gang, det sker - og det er voldsomt utilfredsstillende.;Hej Ulrik Det er vi meget kede af at høre og vi undskylder mange gange.  Vi har fundet fejlen og den er rette så du vil have vejhjælp indtil næste service.   Med venlig hilsen  Niels, [virksomhed] Danmark. ;0;1
337;jesper;3;0 stjerne var valgt hvis muligt (er blevet til 3). Opdatering: Efter at være blevet kontaktet af Skorstensgaard og haft en meget fornuftigt dialog om problemet, er der fundet en god løsning for begge parter. Respekt for at de tog anmeldelses seriøs og valgte dialog. Betalte for test og analyse af en fejl på bilen  (som Falk der ankom med bilen fortalte hvad var) men skorstensgaard vidste bedre hvilke resulteret i en regning på 2800 kr. og samme fejl opstod 2dage efter igen, bilen blev transporteret til andre værksted som kunne konstatere at fejle var netop det som Falck har sagt. Men hey skorstesgaard blev 2.800kr rigere men en kunde mindre…… ps det var generatoren der var fejlen men skorstensgaard efter alle tests og analyser besluttede at det vat batteriet der fejlet.. FLOT.;Hej Jesper Tak for en behagelig samtale. Sætter pris på din ærlighed og er glad for, at vi i fællesskab kunne finde en løsning på din uheldige oplevelse. Ser frem til vi ses igen 😊 De bedste hilsner, Jesper, [virksomhed] Vejle;0;0
338;Hans;3;"Forsikringsskade, ok service.. Det fungerede ganske ok at få en forsikringsskade lavet Fik lånebil i hele perioden og den ekstra forsikring kom til rimelig pris. Venlig service ved afhentning og indlevering. Lånebilen stod desværre på sommerdæk og der kom sne; det var ubehageligt. En af dækkene var utæt.  Det tog lang tid at få lavet bilen; mere end to uger. Hvad årsagen er ved jeg ikke.";Hej Hans Det er selvfølgelig ikke i orden at vi i vintermånederne giver dig en bil på sommerhjul, det må du undskylde. At et hjul har en sive punktering kan ske, men er ubelejlig for dig og selvfølgelig heller ikke noget vi ønsker.  Håber vi ser dig igen på værkstedet en anden gang.  Med venlig hilsen Niels;0;1
339;Helle;3;Både og tilfreds. Er tilfreds med relationen. Der loves dog at de vil sende et tilbud på yderlig reparationer - her over tre uger senere har jeg ikke modtaget nogen tilbud ?;Hej Helle Undskyld vi glemte at sende tilbuddet til dig. Den er sendt afsted nu, håber du kan bruge den og vi ser dig igen.  Mvh. Brian ;0;0
340;Kunde;3;Bob Bob. Fik aldrig det link til dokumentering af det der er blevet lavet? Og de glemte at stemple min servicebog;Hej Henning Tak for en behagelig samtale i telefonen i dag.  Jeg tager en god snak med mine folk så vi kan lære af de ting du fortalte mig. Og som jeg fortalte dig, modtog du ingen billeder, da vi ikke fandt noget at bemærke under gennemgangen ved serviceeftersynet.     Hvis du er interesseret, kan du læse mere om vores Syn for sagen koncept her: https://[virksomhed].dk/syn-for-sagen    Med venlig hilsen  Afdelingchef Roskilde;0;1
341;Michael;3;Det er let at give 50 % rabat, når man først dobler priserne.. Jeg lod mig indfange af Skorstensgaards kampagne om 50 % rabat på dæk, da jeg skulle have nye dæk og en gang service. Desværre fik jeg læst tilbuddet forkert og opdagede først for sent, at de 50 % blev givet på en før-pris på over 2.000,- pr. dæk. Så her var ikke meget besparelse at hente - nærmest tværtimod og nej, jeg har ikke specialdæk. Jeg følte mig sgu' lidt snydt efterfølgende og den samlede pris var heller ikke værd at skrive hjem om. Til gengæld var servicen fin. Tilbuddet kom få timer efter det var udbedt og der var tid på værkstedet allerede dagen efter, hvor jeg blev kontaktet med ekstraarbejder. Prisen holdt som aftalt og der blev fremsendt fin billeddokumentation for det udførte arbejde.;Hej Michael Vi giver 50% rabat på dæk importørens officielle brutto pris. Det vil sige den pris de anbefaler vi skal sælge dækkene til. Jeg vil gerne slå helt fast at vi ikke har lagt noget på brutto prisen inden vi giver rabatten på dækkene. Jeg er glad for du ellers var tilfreds med servicen og vores Syn for sagen koncept. 😊 Med venlig hilsen Niels;0;0
342;HV;3;Jeg bad specifikt om, at der blev lyttet til motorgangen i bilen, men må konstatere, at der intet er gjort ved det. I stedet er der kommet en lang række forslag til meget dyre reparationer (+20 t.kr.) og bilen lyder underlig efter udført service! Prisen for det udførte arbejde var i orden og som aftalt - derfor 3 stjerner.;Tak for snakken i dag. Jeg vil lige endnu engang undskylde at der skete en fejl i oprettelse af din booking, på vores hjemmeside, så din kommentar om motoren, ikke kom med på ordren. Du er som sagt altid velkommen til at komme forbi, så lytter vi gerne på problemet u/b Venlig hilsen Sebastian ;0;1
343;KENNETH;3;Synes reservedel lidt for pebrede... Leje-klump i T Hansen... 750 kr Hos jer... 1852 plus moms... Er T Hansen's lejer så meget dårligere? Mvh Kenneth;Hej Kenneth Tak for din anmeldelse! Jeg vil da give dig ret i at det lyder som en ganske betragtelig prisforskel, som vi rigtig gerne vil dykke lidt dybere i. Som du selv nævner, kan der jo være forskelle i mærker, kvalitet osv. Vores dele bliver bestilt ved FTZ og er af OE kvalitet, hvor vi giver 3 års garanti på disse. Men uden lige at vide hvilke dele du specifikt har kigget på hos T-Hansen, kan det være svært for os at lave en egentlig sammenligning. Du er velkommen til at sende en mail til os, med et link til de pågældende dele, så undersøger vi det gerne og vender retur til dig. De bedste hilsener Jacob, [virksomhed];0;0
344;Malene;3;Fint arbejde, men ikke helt billigt Bilen skulle have været leveret tilbage vasket og støvsuget efter aftale. Dette blev den desværre ikke;Hej Malene Dejligt at høre du er glad for arbejdet, det sætter vi pris på. Jeg er ked af hvis vi ikke har fået støvsuget og vasket din bil som aftalt! Vil du ikke sende mig en mail på [email], så kan vi finde en dag hvor du har mulighed for at dreje forbi, så skal vi gladeligt sørge for lige at støvsuge og vaske den, mens du kan nyde en kop kaffe? :) Vi ser frem til at høre fra dig. De bedste hilsener Jacob, [virksomhed];0;0
345;Kurt;3;meget lang tid med færdiggørelse;Hej Kurt. Tak for din anmeldelse. Vi er kede af, at du har skulle vente lidt for længe på at vi blev færdige med din sag. Håber at vi ses en anden gang. God dag herfra Mvh [virksomhed].;1;0
